"Year","Month","State","Primary Mode","Etiology","Serotype or Genotype","Etiology Status","Setting","Illnesses","Hospitalizations","Info On Hospitalizations","Deaths","Info On Deaths","Food Vehicle","Food Contaminated Ingredient","IFSAC Category","Water Exposure","Water Type","Animal Type"
"2013","9","New York","Food","Norovirus Genogroup I",,"Confirmed","Restaurant: Sit-down dining","31","0","31","0","31","fruit","fruit, unspecified","Fruits",,,
"2013","9","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2013","9","California","Food","Norovirus unknown",,"Confirmed","Restaurant: Sit-down dining","13","0","13","0","13",,,,,,
"2013","10","Tennessee","Food","Norovirus Genogroup II","GII.6","Suspected","Restaurant: Sit-down dining","13","0","13","0","13",,,,,,
"2013","10","Rhode Island","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","8","0","8","0","8",,,,,,
"2013","10","Illinois","Food","Norovirus Genogroup I",,"Confirmed","Restaurant: Sit-down dining","8","0","0","0","0",,,,,,
"2013","10","California","Food","Norovirus unknown",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","3","0","3","0","3",,,,,,
"2013","10","California","Food","Norovirus unknown",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","4","0","4","0","4","salsa",,"N/A",,,
"2013","10","Georgia","Food","Norovirus unknown",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","6","0","6","0","6","pizza",,"Multiple",,,
"2013","10","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3","Pickeled carrot and peppers;salsa",,"N/A",,,
"2013","11","Minnesota","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2013","11","Ohio","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","7","0","7","0","7",,,,,,
"2013","11","Florida","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4","Italian submarine sandwich","salami, pork;pepperroni;ham;bread, white","Multiple",,,
"2013","11","Minnesota","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","19","0","19","0","19",,,,,,
"2013","11","Minnesota","Food","Norovirus Genogroup II","GII.3","Suspected","Restaurant: Sit-down dining","4","0","4","0","4","Salads;dessert unspecified",,"Multiple",,,
"2013","11","Missouri","Food","Norovirus Genogroup II","GII.2","Confirmed","Restaurant: Sit-down dining","20","0","20","0","20","lettuce-based salads unspecified",,"Multiple",,,
"2013","11","Ohio","Food","Norovirus Genogroup I","GI.3","Confirmed","Restaurant: Other","6","0","6","0","6",,,,,,
"2013","11","Illinois","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2013","11","Ohio","Food","Norovirus Genogroup II","GII.6","Confirmed","Restaurant: Sit-down dining","16","1","16","0","16",,,,,,
"2013","11","North Dakota","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2013","11","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2013","11","Georgia","Food","Norovirus Genogroup I","unknown","Confirmed","Restaurant: Sit-down dining","5","0","5","0","5","spaghetti, unspecified;eggplant, unspecified",,"Multiple",,,
"2013","11","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2013","11","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","11","0","11","0","11","ice cream, with fresh berries",,"Multiple",,,
"2013","12","Ohio","Food","Norovirus Genogroup II","GII.6","Confirmed","Restaurant: Sit-down dining","43","0","43","0","43",,,,,,
"2013","12","Minnesota","Food","Norovirus Genogroup II",,"Confirmed","Banquet Facility (food prepared and served on-site);Restaurant: Sit-down dining","64","0","64","0","64","fruit",,"Fruits",,,
"2013","12","Ohio","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","5","0","0","0","0",,,,,,
"2013","12","New York","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","11","0","11","0","11",,,,,,
"2013","12","Minnesota","Food","Norovirus",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","4","0","4","0","4",,,,,,
"2013","12","Kansas","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","215","2","214","0","215",,,,,,
"2013","12","Minnesota","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2013","12","Tennessee","Food","Norovirus Genogroup II","GII.7","Suspected","Restaurant: Sit-down dining","7","0","7","0","7",,,,,,
"2013","12","Ohio","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2013","12","Ohio","Food","Norovirus",,"Suspected","Restaurant: Other","5","0","5","0","5",,,,,,
"2013","12","Oregon","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","7",,"7",,"7",,,,,,
"2013","12","Florida","Food","Norovirus Genogroup II;Norovirus Genogroup II","GII.7","Confirmed;Confirmed","Restaurant: Sit-down dining","8","0","8","0","8",,,,,,
"2013","12","Georgia","Food","Norovirus Genogroup I","unknown","Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2013","12","Iowa","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","7","0","7","0","7",,,,,,
"2013","12","Pennsylvania","Food","Norovirus unknown",,"Confirmed","Restaurant: Sit-down dining","45","1","45","0","45",,,,,,
"2013","12","Pennsylvania","Food","Norovirus unknown",,"Confirmed","Restaurant: Sit-down dining","5","0","4","0","4",,,,,,
"2013","12","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5","tortilla chips",,"Multiple",,,
"2013","12","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","7","0","6","0","7",,,,,,
"2013","12","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","9","0","9","0","9",,,,,,
"2013","12","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","8","0","8","0","8",,,,,,
"2013","12","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5","guacamole, unspecified",,"N/A",,,
"2014","1","Ohio","Food","Norovirus Genogroup I","GI.6","Confirmed","Restaurant: Sit-down dining","8","0","8","0","8",,,,,,
"2014","1","Alaska","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","17","0","17","0","17",,,,,,
"2014","1","Minnesota","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining;Caterer","8","1","8","0","8","Chocolate covered strawberries",,"Multiple",,,
"2014","1","Tennessee","Food","Norovirus Genogroup I","unknown","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","17","0","17","0","17",,,,,,
"2014","1","Minnesota","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","14","0","14","0","14","sandwich, ham","ham;bread","Multiple",,,
"2014","1","Florida","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","0","3","0","3","Salads",,"Multiple",,,
"2014","1","Florida","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","12","0","12","0","12",,,,,,
"2014","1","Minnesota","Food","Norovirus Genogroup I",,"Confirmed","Restaurant: Sit-down dining","8","0","8","0","8","Sushi, various types",,"Multiple",,,
"2014","1","Michigan","Food","Norovirus Genogroup I","GI.3","Confirmed","Restaurant: Other;Religious facility;Caterer","62","0","62","0","62",,,,,,
"2014","1","Arizona","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","4","0","3","0","4",,,,,,
"2014","1","Arizona","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2014","1","Arizona","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2014","1","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2014","1","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2014","1","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","4","0","4","0","4",,,,,,
"2014","1","Wisconsin","Food","Norovirus Genogroup II","GII.3","Confirmed","Restaurant: Sit-down dining","8","0","8","0","8",,,,,,
"2014","1","Wisconsin","Food","Norovirus Genogroup I","GI.3","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","34","0","34","0","34",,,,,,
"2014","1","Colorado","Food","Norovirus",,"Confirmed","Restaurant: Sit-down dining","46","0","46","0","46",,,,,,
"2014","1","Colorado","Food","Norovirus",,"Confirmed","Restaurant: Sit-down dining","46","0","46","0","46",,,,,,
"2014","2","Minnesota","Food","Norovirus Genogroup IV;Norovirus Genogroup II","GII.3","Confirmed;Confirmed","Restaurant: Sit-down dining","13","1","13","0","13",,,,,,
"2014","2","Ohio","Food","Norovirus Genogroup II","GII.7","Confirmed","Restaurant: Sit-down dining","6","0","5","0","6",,,,,,
"2014","2","Georgia","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","12","0","12","0","12",,,,,,
"2014","2","Minnesota","Food","Norovirus Genogroup I",,"Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","7","0","7","0","7",,,,,,
"2014","2","Illinois","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","2","0",,"0",,,,,,,
"2014","2","Ohio","Food","Norovirus Genogroup I","GI.6","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","2","0","0","0","0",,,,,,
"2014","2","Ohio","Food","Norovirus Genogroup II","GII.4 Sydney","Suspected","Restaurant: Fast-food (drive up service or pay at counter)","2","0","2","0","2","burritos",,"Multiple",,,
"2014","2","Iowa","Food","Norovirus",,"Confirmed","Restaurant: Sit-down dining","8","0","8","0","8",,,,,,
"2014","2","Virginia","Food","Norovirus Genogroup II","other","Confirmed","Restaurant: Sit-down dining","44","0","44","0","44","salad, unspecified","tomato;peppers, green;cucumber;carrots","Multiple",,,
"2014","2","Ohio","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","3","0","3","0","3","lettuce;chicken",,"Multiple",,,
"2014","2","Ohio","Food","Norovirus Genogroup II","GII.4 Sydney","Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2014","2","South Carolina","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","22","0","22","0","22",,,,,,
"2014","2","New Mexico","Food","Norovirus unknown",,"Suspected","Restaurant: Other","15","0","15","0","15",,,,,,
"2014","2","California","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","24","2","24","1","24","lettuce based salads",,"Multiple",,,
"2014","2","Washington","Food","Norovirus unknown",,"Confirmed","Restaurant: Sit-down dining","60","2","60","0","60",,,,,,
"2014","2","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2014","3","Ohio","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","2","1","2","0","2",,,,,,
"2014","3","Ohio","Food","Norovirus Genogroup II;Norovirus Genogroup II","GII.7; GII.4 Sydney","Confirmed;Confirmed","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2014","3","Minnesota","Food","Norovirus Genogroup II","GII.13","Suspected","Restaurant: Sit-down dining","9","1","9","0","9",,,,,,
"2014","3","Minnesota","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","32","2","32","0","32",,,,,,
"2014","3","Minnesota","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","12","1","12","0","12","Cranberry Cole Slaw",,"N/A",,,
"2014","3","Iowa","Food","Norovirus",,"Confirmed","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2014","3","Iowa","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2014","3","Illinois","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2014","3","Minnesota","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","12","0","12","0","12","Bread Sticks;salad",,"Multiple",,,
"2014","3","Ohio","Food","Norovirus",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","8","0","8","0","8","hamburger;onions;hot dog, unspecified;bun",,"Multiple",,,
"2014","3","Ohio","Food","Norovirus Genogroup II","GII.7","Confirmed","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2014","3","New York","Food","Norovirus Genogroup I;Norovirus Genogroup II",,"Confirmed;Confirmed","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2014","3","Tennessee","Food","Norovirus Genogroup I","GI.3","Confirmed","Restaurant: Other;Restaurant: Fast-food (drive up service or pay at counter);Unknown","22","0","0","0","0",,,,,,
"2014","3","Illinois","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","8","0","0","0","8",,,,,,
"2014","3","Minnesota","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining;Caterer","23","0","23","0","23",,,,,,
"2014","3","Connecticut","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2014","3","Connecticut","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2014","3","New York","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","24","1","24","0","24",,,,,,
"2014","3","Minnesota","Food","Norovirus Genogroup II",,"Confirmed","Private home/residence;Restaurant: Fast-food (drive up service or pay at counter)","9","0","9","0","9",,,,,,
"2014","3","Rhode Island","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2014","3","Pennsylvania","Food","Norovirus unknown",,"Confirmed","Restaurant: Sit-down dining","20","1","20","0","20",,,,,,
"2014","3","Ohio","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","7","0","4","0","4",,,,,,
"2014","3","Minnesota","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","8","0","5","0","5","caesar salad",,"Multiple",,,
"2014","3","Minnesota","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining;Banquet Facility (food prepared and served on-site)","22","0","20","0","20",,,,,,
"2014","3","Ohio","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Other","9","0","9","0","9",,,,,,
"2014","3","Michigan","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","135","6","135","0","135","sour cream;guacamole",,"Multiple",,,
"2014","3","Michigan","Food","Norovirus Genogroup I","GI.3","Confirmed","Restaurant: Sit-down dining","294","0","294","0","294","sauces, unspecified",,"Multiple",,,
"2014","3","Arkansas","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","9","1","9","0","9",,,,,,
"2014","3","New Jersey","Food","Norovirus Genogroup I",,"Confirmed","Restaurant: Sit-down dining","14","0","14","0","14",,,,,,
"2014","3","Illinois","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2014","3","Wisconsin","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","7","0","7","0","7",,,,,,
"2014","3","California","Food","Norovirus unknown;Norovirus Genogroup I","GI.3","Confirmed;Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","9","0","9","0","9","sandwich, unspecified","lettuce","Vegetable Row Crops",,,
"2014","3","California","Food","Norovirus unknown;Norovirus Genogroup II","GII.4 Sydney","Confirmed;Suspected","Restaurant: Sit-down dining","26","0","26","0","26","tacos",,"Multiple",,,
"2014","3","California","Food","Norovirus unknown",,"Confirmed","Restaurant: Sit-down dining","5","1","2","0","2",,,,,,
"2014","4","Ohio","Food","Norovirus Genogroup II","GII.4 Sydney","Suspected","Restaurant: Fast-food (drive up service or pay at counter)","2","0","2","0","2",,,,,,
"2014","4","Minnesota","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","25","1","25","0","25",,,,,,
"2014","4","Illinois","Food","Norovirus Genogroup I",,"Confirmed","Restaurant: Sit-down dining","21","2","2","0","21",,,,,,
"2014","4","Ohio","Food","Norovirus Genogroup II","GII.13","Confirmed","Restaurant: Sit-down dining;Private home/residence","5","0","5","0","5",,,,,,
"2014","4","Minnesota","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","4","0","4","0","4",,,,,,
"2014","4","Florida","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
"2014","4","New York","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","81","1","81","0","81","macaroni salad",,"Multiple",,,
"2014","4","Ohio","Food","Norovirus Genogroup II","GII.14","Confirmed","Restaurant: Sit-down dining","28","1","1","0","28","salad, unspecified",,"Multiple",,,
"2014","4","Ohio","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2014","4","Ohio","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2014","4","Tennessee","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","7","0","0","0","0","tomatoes;lettuce","tomato;lettuce","Multiple",,,
"2014","4","Illinois","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","13","0","0","0","13",,,,,,
"2014","4","Virginia","Food","Norovirus",,"Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","35","0","0","0","0",,,,,,
"2014","4","Florida","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","16","0","16","0","16","buffet","buffet",,,,
"2014","4","Wisconsin","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2014","4","Maryland","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","10","0","10","0","10",,,,,,
"2014","4","New Jersey","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","13","0","13","0","13",,,,,,
"2014","4","California","Food","Norovirus unknown",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","3","0","3","0","3",,,,,,
"2014","4","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","1","4","0","4",,,,,,
"2014","5","Ohio","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","11","0","11","0","11",,,,,,
"2014","5","Florida","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","2","4","0","4","Salad bar items","tomatoes, red round;lettuce","Multiple",,,
"2014","5","Ohio","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Fast-food (drive up service or pay at counter);Private home/residence;Grocery store/bakery/deli/convenience store","10","0","10","0","10",,,,,,
"2014","5","New York","Food","Norovirus Genogroup I;Norovirus Genogroup II",,"Confirmed;Confirmed","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2014","5","Minnesota","Food","Norovirus Genogroup II","GII.14","Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2014","5","Illinois","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","9","0",,"0",,"chicken salad",,"Multiple",,,
"2014","5","Illinois","Food","Norovirus Genogroup I",,"Suspected","Restaurant: Sit-down dining","7","1",,"0",,,,,,,
"2014","5","Florida","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2014","5","Ohio","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","3","0","0","0","3","salad",,"Multiple",,,
"2014","5","Iowa","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2014","5","Florida","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2014","5","Rhode Island","Food","Norovirus unknown",,"Suspected","Restaurant: Other","5","0","5","0","5",,,,,,
"2014","5","Illinois","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","2","0",,"0",,,,,,,
"2014","5","Kansas","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Fast-food (drive up service or pay at counter)","4","2","2","0","0",,,,,,
"2014","5","Illinois","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","0",,"0",,,,,,,
"2014","5","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","7","0","7","0","7","lettuce, unspecified",,"Vegetable Row Crops",,,
"2014","5","Colorado","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2014","5","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","7","0","7","0","7","Specialty/Ethnic dishes",,,,,
"2014","5","California","Food","Norovirus unknown;Norovirus Genogroup II","GII.4 Sydney","Suspected;Confirmed","Restaurant: Sit-down dining","7","0","7","0","7","Specialty/Ethnic dishes;noodles",,"Multiple",,,
"2014","6","Ohio","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2014","6","New York","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","11","0","11","0","11",,,,,,
"2014","6","Florida","Food","Norovirus Genogroup II;Norovirus Genogroup II","GII.4 Sydney","Confirmed;Confirmed","Restaurant: Sit-down dining","8","0","8","0","8","lettuce, unspecified;guacamole, unspecified",,"Multiple",,,
"2014","6","Illinois","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","7","0",,"0",,,,,,,
"2014","6","Florida","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","7","0","7","0","7",,,,,,
"2014","6","Florida","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","6","0","6","0","6",,,,,,
"2014","6","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","9","0","9","0","9","pizza, pepperoni (source unknown)",,"Multiple",,,
"2014","6","Utah","Food","Norovirus",,"Suspected","Restaurant: Other","8","0","0","0","0",,,,,,
"2014","6","Massachusetts","Food","Norovirus Genogroup I",,"Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","8","0","8","0","8","Salads",,"Multiple",,,
"2014","6","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","26","0","26","0","26",,,,,,
"2014","6","New Jersey","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","23","0","23","0","23","oysters, raw",,"Mollusks",,,
"2014","6","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","15","0","15","0","15",,,,,,
"2014","7","Rhode Island","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3","Sushi, various types",,"Multiple",,,
"2014","7","Ohio","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","16","0","16","0","16",,,,,,
"2014","7","Ohio","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2014","7","Illinois","Food","Norovirus Genogroup I","GI.3","Confirmed","Restaurant: Sit-down dining","4","0",,"0",,,,,,,
"2014","7","Indiana","Food","Norovirus Genogroup I",,"Confirmed","Restaurant: Sit-down dining","21","0","21","0","21",,,,,,
"2014","7","Illinois","Food","Norovirus Genogroup II;Salmonella enterica",,"Confirmed;Suspected","Restaurant: Fast-food (drive up service or pay at counter)","4","1","1","0","4",,,,,,
"2014","7","Oregon","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","13","0","13","0","13",,,,,,
"2014","7","Washington","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2014","7","California","Food","Norovirus unknown",,"Confirmed","Caterer;Restaurant: Sit-down dining","17","0","16","1","17","chicken",,"Chicken",,,
"2014","8","Ohio","Food","Norovirus",,"Suspected","Restaurant: Other;Private home/residence","20","0","20","0","20",,,,,,
"2014","8","Ohio","Food","Norovirus Genogroup II","GII.6","Confirmed","Restaurant: Sit-down dining","10","1","10","0","10",,,,,,
"2014","8","Minnesota","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","4","0","4","0","4",,,,,,
"2014","8","Michigan","Food","Norovirus Genogroup II","GII.4 Sydney","Confirmed","Restaurant: Sit-down dining","13","0","9","0","9","salad;hummus",,"Multiple",,,
"2014","8","Oregon","Environmental contamination other than food/water","Norovirus",,"Suspected","Restaurant","8",,"8",,"8",,,,,,
"2014","8","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2014","8","California","Food","Norovirus unknown",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2",,,,,,
"2014","8","Washington","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","2","0","2","0","2","oysters, raw",,"Mollusks",,,
"2014","9","Minnesota","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","6","0","6","0","6","tacos;ceviche",,"Multiple",,,
"2014","9","Minnesota","Food","Norovirus Genogroup I",,"Confirmed","Restaurant: Sit-down dining","25","0","25","0","25",,,,,,
"2014","9","Ohio","Food","Norovirus unknown",,"Suspected","Restaurant: Other","3","0","3","0","3",,,,,,
"2014","9","Minnesota","Food","Norovirus Genogroup I",,"Confirmed","Restaurant: Sit-down dining","91","0","69","0","91",,,,,,
"2014","9","Minnesota","Food","Norovirus Genogroup I",,"Confirmed","Restaurant: Sit-down dining","23","0","23","0","23","salad","tomato;romaine lettuce","Multiple",,,
"2014","9","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","4","0","4","0","4",,,,,,
"2014","9","Washington","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","18","0","18","0","18",,,,,,
"2014","10","Iowa","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","13","0","13","0","13",,,,,,
"2014","10","Florida","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2014","10","Minnesota","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","13","0","13","0","13","Hoagies",,"Multiple",,,
"2014","10","New York","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","52","1","52","0","52","caesar salad;breads",,"Multiple",,,
"2014","10","Illinois","Food","Norovirus Genogroup II","GII.6","Suspected","Restaurant: Sit-down dining","19","1","1","0","19",,,,,,
"2014","10","Florida","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","8","0","8","0","8",,,,,,
"2014","10","New York","Food","Norovirus Genogroup II",,"Suspected","Restaurant: Sit-down dining","5","0","5","0","5",,,,,,
"2014","10","Oregon","Food","Norovirus Genogroup II","GII.6","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)","10","0","10","0","10",,,,,,
"2014","10","Oregon","Food","Norovirus Genogroup II","GII.7","Confirmed","Restaurant: Sit-down dining","19","0","19","0","19",,,,,,
"2014","10","Indiana","Food","Norovirus Genogroup II","unknown","Confirmed","Restaurant: Sit-down dining","25","0","25","0","25",,,,,,
"2014","11","New York","Food","Norovirus Genogroup II",,"Confirmed","Restaurant: Sit-down dining","20","0","20","0","20",,,,,,
"2014","11","Ohio","Food","Norovirus",,"Suspected","Restaurant: Sit-down dining","3","0","3","0","3",,,,,,
