"Year","Month","State","Primary.Mode","Etiology1","Etiology2","Etiology3","Etiology4","Etiology5","Etiology6","Serotype.or.Genotype","Status1","Status2","Status3","Status4","Status5","Status6","Setting","Illnesses","Hospitalizations","Info.On.Hospitalizations","Deaths","Info.On.Deaths","Food.Vehicle","Date"
2012,6,"Arizona","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",4,0,4,0,4,"",Jun 2012
2012,6,"California","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",180,0,0,0,143,"",Jun 2012
2012,7,"New York","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",19,0,19,0,19,"",Jul 2012
2012,7,"Michigan","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.6","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",244,0,197,0,197,"",Jul 2012
2012,7,"Minnesota","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",9,0,9,0,9,"",Jul 2012
2012,7,"Wisconsin","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"unknown","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Other",7,0,7,0,7,"",Jul 2012
2012,8,"Minnesota","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",10,0,10,0,10,"",Aug 2012
2012,9,"Minnesota","Food","Norovirus",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",13,0,13,0,13,"cheese, unspecified",Sep 2012
2012,9,"Minnesota","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",14,1,14,0,14,"sandwich, unspecified",Sep 2012
2012,9,"Illinois","Food","Norovirus Genogroup II","Norovirus Genogroup II",NA,NA,NA,NA,"GII.4 New Orleans; GII.4 New Orleans","Confirmed","Confirmed",NA,NA,NA,NA,"Restaurant: Sit-down dining",45,0,45,0,45,"",Sep 2012
2012,10,"Illinois","Food","Norovirus Genogroup II","Norovirus Genogroup II",NA,NA,NA,NA,"GII.4 Sydney; GII.4 Sydney","Confirmed","Confirmed",NA,NA,NA,NA,"Restaurant: Sit-down dining",23,1,23,0,23,"salad, unspecified",Oct 2012
2012,10,"Ohio","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.6","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",14,1,14,0,14,"",Oct 2012
2012,10,"Connecticut","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",6,0,6,0,6,"",Oct 2012
2012,10,"Minnesota","Food","Norovirus",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",19,0,19,0,19,"",Oct 2012
2012,10,"Illinois","Food","Norovirus Genogroup II","Norovirus Genogroup II",NA,NA,NA,NA,"GII.6; GII.6","Confirmed","Confirmed",NA,NA,NA,NA,"Restaurant: Sit-down dining",53,0,53,0,53,"",Oct 2012
2012,10,"Kentucky","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",37,0,37,0,37,"salad, unspecified",Oct 2012
2012,10,"Virginia","Food","Norovirus",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",15,0,15,0,15,"pizza",Oct 2012
2012,11,"Illinois","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",15,0,15,0,15,"",Nov 2012
2012,11,"Ohio","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"GI.6","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",5,0,5,0,5,"",Nov 2012
2012,11,"Illinois","Food","Norovirus",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",22,0,22,0,22,"",Nov 2012
2012,11,"Connecticut","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.7","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",3,0,3,0,3,"",Nov 2012
2012,11,"Georgia","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",3,0,3,0,3,"",Nov 2012
2012,11,"Florida","Food","Norovirus Genogroup I","Norovirus Genogroup II",NA,NA,NA,NA,"GI.9; GII.4 Sydney","Confirmed","Confirmed",NA,NA,NA,NA,"Restaurant: Sit-down dining",21,0,21,0,21,"iceberg lettuce, unspecified",Nov 2012
2012,11,"Wyoming","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",282,1,282,0,282,"",Nov 2012
2012,11,"California","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",6,0,5,0,5,"",Nov 2012
2012,11,"California","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",8,0,8,0,8,"",Nov 2012
2012,11,"Colorado","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",2,0,2,0,2,"",Nov 2012
2012,12,"New York","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",11,0,11,0,11,"",Dec 2012
2012,12,"Minnesota","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",4,0,4,0,4,"romaine lettuce, unspecified",Dec 2012
2012,12,"Tennessee","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",11,0,11,0,11,"",Dec 2012
2012,12,"Tennessee","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.1","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",43,1,41,0,43,"",Dec 2012
2012,12,"Minnesota","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",14,0,14,0,14,"spring rolls, unspecified",Dec 2012
2012,12,"Tennessee","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"unknown","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",5,0,5,0,5,"lettuce-based salads unspecified",Dec 2012
2012,12,"Illinois","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",4,0,4,0,4,"",Dec 2012
2012,12,"Minnesota","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",23,0,22,0,22,"Appetizers",Dec 2012
2012,12,"Minnesota","Food","Norovirus",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",19,0,19,0,19,"bread, unspecified",Dec 2012
2012,12,"Idaho","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",28,2,28,0,28,"",Dec 2012
2012,12,"New Jersey","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",28,0,0,0,28,"cranberry sauce;dessert unspecified",Dec 2012
2012,12,"Kansas","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",5,1,5,0,5,"",Dec 2012
2012,12,"California","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",7,0,7,0,7,"",Dec 2012
2013,1,"Georgia","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"unknown","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",10,0,10,0,10,"",Jan 2013
2013,1,"Georgia","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter);Restaurant: Sit-down dining",8,0,6,0,8,"",Jan 2013
2013,1,"Ohio","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",10,0,10,0,10,"rice;refried beans, unspecified",Jan 2013
2013,1,"Tennessee","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.1","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",6,0,6,0,6,"",Jan 2013
2013,1,"Arizona","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",5,0,5,0,5,"",Jan 2013
2013,1,"Maryland","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",19,0,19,0,19,"",Jan 2013
2013,1,"Colorado","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Banquet Facility (food prepared and served on-site);Restaurant: Sit-down dining",8,0,8,0,8,"",Jan 2013
2013,1,"California","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",35,0,35,0,35,"",Jan 2013
2013,1,"Wisconsin","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",12,0,12,0,12,"",Jan 2013
2013,2,"Tennessee","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",2,0,2,0,2,"",Feb 2013
2013,2,"Ohio","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.2","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",3,0,3,0,3,"",Feb 2013
2013,2,"Louisiana","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",7,2,7,0,7,"",Feb 2013
2013,2,"Ohio","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",25,0,11,0,11,"chicken, fried",Feb 2013
2013,2,"Ohio","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",9,0,9,0,9,"",Feb 2013
2013,2,"California","Food","Norovirus other","Norovirus Genogroup I",NA,NA,NA,NA,"GI.6","Suspected","Confirmed",NA,NA,NA,NA,"Restaurant: Sit-down dining",14,0,14,0,14,"",Feb 2013
2013,2,"Arizona","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"unknown","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",63,0,63,0,63,"",Feb 2013
2013,2,"Arizona","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Other",135,0,0,0,0,"",Feb 2013
2013,2,"Washington","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",37,0,37,0,37,"",Feb 2013
2013,3,"Oregon","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",38,2,38,0,38,"ceviche",Mar 2013
2013,3,"Ohio","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",34,0,19,0,19,"",Mar 2013
2013,3,"New York","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",6,0,6,0,6,"Cheese Toast",Mar 2013
2013,3,"New York","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",34,0,34,0,34,"",Mar 2013
2013,3,"Ohio","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",6,0,6,0,6,"Breakfast sandwich",Mar 2013
2013,3,"Michigan","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.6","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",6,0,6,0,6,"",Mar 2013
2013,3,"Michigan","Food","Norovirus Genogroup I","Norovirus Genogroup II",NA,NA,NA,NA,"GI.6; GII.4 Sydney","Confirmed","Suspected",NA,NA,NA,NA,"Restaurant: Sit-down dining",22,0,22,0,22,"",Mar 2013
2013,3,"New York","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",9,0,9,0,9,"",Mar 2013
2013,3,"Colorado","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",8,0,8,0,8,"",Mar 2013
2013,3,"Connecticut","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",9,0,8,0,8,"",Mar 2013
2013,3,"Georgia","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"unknown","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",22,0,22,0,22,"",Mar 2013
2013,3,"Maryland","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.6","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",17,0,17,0,17,"",Mar 2013
2013,3,"North Carolina","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",27,0,27,0,27,"",Mar 2013
2013,3,"Washington","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",72,1,7,0,7,"",Mar 2013
2013,4,"Minnesota","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",12,0,12,0,12,"mashed potato/gravy",Apr 2013
2013,4,"Oregon","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",8,0,8,0,8,"",Apr 2013
2013,4,"Minnesota","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",15,0,15,0,15,"Szechuan green beans;sandwich, unspecified",Apr 2013
2013,4,"Oregon","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",7,0,7,0,7,"",Apr 2013
2013,4,"Arizona","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",4,0,4,0,4,"",Apr 2013
2013,4,"Georgia","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"unknown","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",2,0,2,0,2,"",Apr 2013
2013,4,"North Carolina","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Caterer;Restaurant: Sit-down dining",26,0,26,0,26,"",Apr 2013
2013,4,"New Hampshire","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",34,0,34,0,34,"",Apr 2013
2013,4,"Pennsylvania","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",18,0,18,0,18,"salad, unspecified",Apr 2013
2013,4,"Washington","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",10,1,10,0,10,"",Apr 2013
2013,5,"New York","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",6,0,6,0,6,"",May 2013
2013,5,"Ohio","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"GI.6","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Other;Private home/residence",15,0,15,0,15,"",May 2013
2013,5,"Massachusetts","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",31,0,31,0,31,"antipasto",May 2013
2013,5,"Virginia","Food","Norovirus",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",35,0,35,0,35,"Southwest Turkey Sandwich;Feta Salad;Tomato Mozarella Sandwich",May 2013
2013,5,"Arizona","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",2,0,2,0,2,"",May 2013
2013,5,"Arizona","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",3,0,3,0,3,"",May 2013
2013,5,"Wyoming","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",28,0,28,0,28,"shrimp, steamed;shrimp;ice, unspecified;ice cream, commercial",May 2013
2013,5,"New York","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"GI.6","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",5,0,5,0,5,"",May 2013
2013,5,"New Hampshire","Food","Norovirus Genogroup II","Norovirus Genogroup II",NA,NA,NA,NA,"GII.13","Confirmed","Confirmed",NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",15,1,15,0,15,"sandwich, unspecified",May 2013
2013,5,"California","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",31,0,0,0,31,"",May 2013
2013,6,"Ohio","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Other",2,0,2,0,2,"",Jun 2013
2013,6,"Kansas","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.2","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",28,0,28,0,28,"salad, unspecified",Jun 2013
2013,6,"Massachusetts","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"GI.4","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",32,0,32,0,32,"oysters, raw",Jun 2013
2013,6,"California","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",16,0,10,0,10,"salsa;chips, tortilla",Jun 2013
2013,7,"Ohio","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",9,0,9,0,9,"",Jul 2013
2013,7,"Ohio","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.6","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",4,0,4,0,4,"Yoba Salad;guacamole",Jul 2013
2013,8,"Oregon","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"GI.3","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",13,0,13,0,13,"",Aug 2013
2013,8,"Tennessee","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter);Caterer",48,0,47,0,47,"",Aug 2013
2013,8,"Louisiana","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",6,1,6,0,6,"sandwich, panini",Aug 2013
2013,9,"Oregon","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"GI.3","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",6,0,6,0,6,"",Sep 2013
2013,9,"New York","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",31,0,31,0,31,"fruit",Sep 2013
2013,9,"California","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",13,0,13,0,13,"",Sep 2013
2013,10,"Illinois","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",8,0,0,0,0,"",Oct 2013
2013,11,"Minnesota","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",5,0,5,0,5,"",Nov 2013
2013,11,"Ohio","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.4 Sydney","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",7,0,7,0,7,"",Nov 2013
2013,11,"Missouri","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.2","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",20,0,20,0,20,"lettuce-based salads unspecified",Nov 2013
2013,11,"Ohio","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"GI.3","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Other",6,0,6,0,6,"",Nov 2013
2013,11,"Illinois","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",6,0,6,0,6,"",Nov 2013
2013,11,"Ohio","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.6","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",16,1,16,0,16,"",Nov 2013
2013,11,"Georgia","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"unknown","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",5,0,5,0,5,"spaghetti, unspecified;eggplant, unspecified",Nov 2013
2013,12,"Ohio","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.6","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",43,0,43,0,43,"",Dec 2013
2013,12,"Minnesota","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Banquet Facility (food prepared and served on-site);Restaurant: Sit-down dining",64,0,64,0,64,"fruit",Dec 2013
2013,12,"New York","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",11,0,11,0,11,"",Dec 2013
2013,12,"Kansas","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",215,2,214,0,215,"",Dec 2013
2013,12,"Minnesota","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",6,0,6,0,6,"",Dec 2013
2013,12,"Florida","Food","Norovirus Genogroup II","Norovirus Genogroup II",NA,NA,NA,NA,"GII.7","Confirmed","Confirmed",NA,NA,NA,NA,"Restaurant: Sit-down dining",8,0,8,0,8,"",Dec 2013
2013,12,"Iowa","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",7,0,7,0,7,"",Dec 2013
2013,12,"Pennsylvania","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",45,1,45,0,45,"",Dec 2013
2013,12,"Pennsylvania","Food","Norovirus unknown",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",5,0,4,0,4,"",Dec 2013
2014,1,"Ohio","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"GI.6","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",8,0,8,0,8,"",Jan 2014
2014,1,"Tennessee","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"unknown","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",17,0,17,0,17,"",Jan 2014
2014,1,"Minnesota","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",14,0,14,0,14,"sandwich, ham",Jan 2014
2014,1,"Minnesota","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",8,0,8,0,8,"Sushi, various types",Jan 2014
2014,1,"Michigan","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"GI.3","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Other;Religious facility;Caterer",62,0,62,0,62,"",Jan 2014
2014,1,"Arizona","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",4,0,3,0,4,"",Jan 2014
2014,1,"Wisconsin","Food","Norovirus Genogroup II",NA,NA,NA,NA,NA,"GII.3","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",8,0,8,0,8,"",Jan 2014
2014,1,"Wisconsin","Food","Norovirus Genogroup I",NA,NA,NA,NA,NA,"GI.3","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Fast-food (drive up service or pay at counter)",34,0,34,0,34,"",Jan 2014
2014,1,"Colorado","Food","Norovirus",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",46,0,46,0,46,"",Jan 2014
2014,1,"Colorado","Food","Norovirus",NA,NA,NA,NA,NA,"","Confirmed",NA,NA,NA,NA,NA,"Restaurant: Sit-down dining",46,0,46,0,46,"",Jan 2014
